Detection Matrix,SO1,SO2,SO3,SO4,,Site Covariates,DistV,Post,Bound,PAS,W,C,Prey,,Detection Covariate (Substrate),SO1,SO2,SO3,SO4
155_06,0,0,0,0,,155_06,46.9,28.7,40.5,1,24.27,0.00,0.66,,155_06,2,1,1,1
155_07,0,0,0,0,,155_07,48.8,30.2,42.4,1,22.34,0.00,0.66,,155_07,1,1,1,1
155_08,0,0,.,.,,155_08,50.2,31.4,43.9,1,21.88,0.00,0.66,,155_08,2,1,.,.
156_01,0,0,0,0,,156_01,37.9,25.9,30.2,1,0.00,0.07,0.62,,156_01,2,1,2,2
156_02,0,0,0,0,,156_02,36.9,26.1,28.9,1,0.02,0.05,0.63,,156_02,2,2,2,2
156_03,0,0,0,0,,156_03,36.8,27.4,28.5,1,0.06,0.01,0.64,,156_03,2,2,3,2
156_04,0,0,0,0,,156_04,37.5,28.1,29.0,1,0.00,0.04,0.64,,156_04,2,2,2,2
156_05,0,0,0,0,,156_05,37.4,26.7,28.7,1,0.00,0.16,0.63,,156_05,2,2,3,3
156_06,0,0,0,0,,156_06,37.3,25.1,28.3,1,0.08,0.09,0.64,,156_06,2,3,3,3
156_07,0,0,0,0,,156_07,37.7,23.7,28.4,1,0.99,0.12,0.64,,156_07,3,3,3,3
156_08,0,0,0,0,,156_08,37.8,22.2,28.4,1,0.52,0.05,0.63,,156_08,3,3,3,3
157_01,0,0,0,0,,157_01,24.4,6.7,15.3,1,5.07,0.00,0.64,,157_01,2,2,1,1
157_02,0,0,0,0,,157_02,25.9,8.5,16.9,1,4.59,0.00,0.64,,157_02,1,1,2,1
157_03,0,0,0,0,,157_03,27.5,9.7,18.6,1,5.81,0.01,0.64,,157_03,2,2,2,1
157_04,1,0,0,0,,157_04,29.1,10.7,20.0,1,7.58,0.02,0.64,,157_04,2,1,1,1
157_05,0,0,0,0,,157_05,30.3,12.5,21.5,1,4.95,0.02,0.63,,157_05,2,2,2,2
157_06,0,0,0,0,,157_06,31.1,14.2,22.4,1,2.79,0.02,0.63,,157_06,2,2,1,1
157_07,0,0,0,0,,157_07,32.5,15.7,23.9,1,5.79,0.10,0.63,,157_07,1,2,2,2
157_08,0,0,0,0,,157_08,33.9,16.4,25.2,1,4.01,0.05,0.63,,157_08,2,1,1,1
157_09,0,0,0,0,,157_09,35.6,18.0,26.9,1,2.18,0.07,0.63,,157_09,2,2,2,2
158_01,0,0,0,0,,158_01,21.6,1.4,11.3,0.798911679,105.32,0.00,0.77,,158_01,2,2,2,2
158_02,0,0,0,0,,158_02,22.1,0.9,11.1,1,50.41,0.00,0.70,,158_02,2,3,2,2
158_03,0,0,0,0,,158_03,23.1,2.7,12.7,1,1.83,0.00,0.64,,158_03,1,1,1,2
158_04,0,0,0,0,,158_04,23.8,4.6,14.2,1,3.37,0.00,0.64,,158_04,1,2,1,2
158_05,0,0,0,0,,158_05,18.3,4.3,7.4,1,81.98,0.00,0.73,,158_05,1,1,1,1
158_06,0,0,0,1,,158_06,16.5,5.9,6.4,1,93.49,0.00,0.74,,158_06,1,1,1,1
158_07,0,0,0,1,,158_07,14.9,7.6,5.3,1,99.48,0.00,0.75,,158_07,1,1,2,2
158_08,1,0,0,0,,158_08,13.2,9.5,3.9,1,114.12,0.01,0.77,,158_08,1,1,1,1
158_09,0,0,0,0,,158_09,11.9,11.3,2.9,1,87.38,0.01,0.75,,158_09,1,1,1,1
158_10,0,0,0,0,,158_10,12.2,12.1,3.8,1,14.10,0.00,0.66,,158_10,1,1,1,1
158_11,0,0,.,.,,158_11,12.4,13.0,4.7,1,11.00,0.01,0.66,,158_11,2,1,.,.
159_01,0,0,0,0,,159_01,7.6,15.0,0.6,0,23.28,0.05,0.66,,159_01,1,1,1,1
159_02,1,1,1,1,,159_02,5.4,17.0,0.4,0,6.28,0.02,0.41,,159_02,1,1,1,1
159_10,0,0,0,0,,159_10,8.1,15.7,0.3,0,0.22,0.00,0.32,,159_10,1,1,1,1
163_01,1,1,1,0,,163_01,7.3,61.9,9.1,0,1.42,0.87,0.61,,163_01,3,3,3,3
163_02,1,1,1,1,,163_02,8.6,62.6,10.7,0,7.91,0.83,0.61,,163_02,3,3,3,3
163_03,1,1,1,0,,163_03,10.0,63.4,12.3,0,11.46,0.93,0.60,,163_03,3,3,3,3
163_04,1,1,0,1,,163_04,11.8,63.3,14.1,0,3.38,0.94,0.59,,163_04,2,2,3,3
163_05,1,1,1,.,,163_05,13.6,63.0,15.7,0,14.96,0.99,0.60,,163_05,2,3,2,.
164_01,0,0,0,0,,164_01,28.3,63.3,30.5,0,9.78,0.85,0.58,,164_01,3,3,3,5
164_02,0,0,0,0,,164_02,26.4,64.8,28.5,0,4.08,0.80,0.58,,164_02,3,5,5,5
164_03,0,1,0,0,,164_03,24.3,65.2,26.6,0,4.28,0.82,0.59,,164_03,5,5,5,5
164_04,1,0,0,0,,164_04,22.4,65.0,24.7,0,16.05,0.98,0.60,,164_04,5,5,5,5
164_05,0,0,.,.,,164_05,21.0,64.8,23.3,0,31.48,0.97,0.61,,164_05,3,3,.,.
164_06,1,1,0,0,,164_06,15.2,62.9,17.4,0,32.09,0.85,0.62,,164_06,5,5,3,3
164_07,0,0,0,0,,164_07,17.0,63.2,19.2,0,35.33,0.72,0.64,,164_07,3,2,3,2
164_08,1,0,0,0,,164_08,18.9,64.0,21.1,0,32.82,0.84,0.62,,164_08,3,2,3,3
164_09,0,0,.,.,,164_09,20.1,64.6,22.4,0,33.49,0.88,0.62,,164_09,3,3,.,.
165_01,0,0,0,0,,165_01,43.5,49.5,36.7,0,33.87,0.53,0.63,,165_01,3,3,3,3
165_02,0,0,0,0,,165_02,41.8,51.4,37.1,0,17.60,0.69,0.59,,165_02,3,3,3,3
165_03,0,0,0,0,,165_03,40.2,53.3,37.6,0,15.49,0.97,0.58,,165_03,3,3,3,4
165_04,0,0,0,0,,165_04,39.0,55.0,38.5,0,28.31,0.82,0.61,,165_04,3,3,3,3
165_05,0,0,1,0,,165_05,37.3,56.5,38.2,0,26.15,0.89,0.60,,165_05,3,3,3,3
165_06,0,0,0,0,,165_06,35.5,57.8,37.0,0,21.50,0.79,0.59,,165_06,3,3,3,3
165_07,0,0,0,0,,165_07,33.7,58.9,35.7,0,12.61,0.85,0.58,,165_07,3,3,3,4
165_08,0,0,0,1,,165_08,31.8,60.4,34.0,0,16.72,0.98,0.58,,165_08,3,4,3,3
165_09,0,0,0,1,,165_09,30.3,61.6,32.5,0,26.92,0.93,0.59,,165_09,3,4,3,3
166_01,0,0,0,0,,166_01,47.3,44.3,34.6,0,27.75,0.57,0.62,,166_01,3,3,3,3
166_02,0,0,0,0,,166_02,48.6,42.6,33.7,0,15.92,0.57,0.60,,166_02,3,3,3,3
166_03,0,0,0,0,,166_03,49.9,40.9,33.3,0,7.26,0.63,0.58,,166_03,3,3,3,3
166_04,0,0,0,0,,166_04,51.0,39.5,32.4,0,1.26,0.80,0.56,,166_04,3,3,3,3
166_05,0,0,0,0,,166_05,51.3,38.1,31.4,0,4.41,0.85,0.58,,166_05,3,3,3,3
166_07,0,0,0,0,,166_07,46.1,45.9,35.2,0,36.12,0.61,0.62,,166_07,3,3,3,3
166_08,1,0,0,0,,166_08,45.0,47.6,36.2,0,34.24,0.80,0.61,,166_08,3,3,3,3
166_09,0,0,0,0,,166_09,58.5,36.1,42.4,0.036693342,38.34,0.44,0.64,,166_09,4,3,3,4
167_01,1,0,0,0,,167_01,62.4,36.8,48.5,0.5,50.87,0.26,0.68,,167_01,3,3,3,3
167_02,1,0,0,0,,167_02,61.6,36.1,46.9,0.5,43.38,0.30,0.68,,167_02,4,3,3,3
167_03,0,0,0,0,,167_03,60.7,35.8,45.2,0.5,40.30,0.28,0.68,,167_03,3,3,3,3
167_04,0,0,0,.,,167_04,59.9,35.5,43.9,0.5,43.17,0.69,0.65,,167_04,4,3,3,.
171_01,0,0,0,0,,171_01,64.4,41.9,59.7,1,1.74,0.28,0.59,,171_01,2,3,3,3
171_02,0,0,0,0,,171_02,63.7,41.1,58.7,1,5.45,0.16,0.62,,171_02,3,3,2,3
171_03,0,0,0,0,,171_03,62.6,39.9,57.2,1,5.79,0.32,0.61,,171_03,3,3,3,3
171_04,0,0,0,.,,171_04,62.3,39.5,56.4,1,4.47,0.51,0.59,,171_04,3,3,3,.
173_01,0,0,0,0,,173_01,28.4,9.6,25.2,1,100.51,0.00,0.75,,173_01,2,2,2,3
173_02,0,0,0,0,,173_02,30.2,10.7,26.9,1,62.41,0.00,0.72,,173_02,3,5,5,5
173_03,0,0,0,0,,173_03,31.9,11.9,28.6,1,44.12,0.00,0.70,,173_03,5,5,5,5
173_04,0,0,0,0,,173_04,36.1,17.7,31.0,1,4.38,0.01,0.64,,173_04,1,2,2,4
173_05,0,0,0,0,,173_05,37.0,19.2,31.2,1,1.01,0.02,0.64,,173_05,2,2,1,2
173_06,0,0,0,0,,173_06,38.2,20.8,32.0,1,3.05,0.05,0.65,,173_06,1,2,1,1
173_07,0,0,0,0,,173_07,39.9,22.5,33.6,1,13.91,0.01,0.65,,173_07,1,2,1,1
173_08,0,0,.,.,,173_08,41.1,23.8,34.8,1,19.24,0.00,0.65,,173_08,2,2,.,.
173_09,0,0,0,0,,173_09,37.6,20.8,31.4,1,0.06,0.01,0.64,,173_09,2,2,2,2
173_10,0,0,0,0,,173_10,38.6,22.5,32.1,1,0.00,0.00,0.64,,173_10,2,2,1,2
174_01,0,0,0,0,,174_01,25.8,13.5,20.1,1,120.26,0.00,0.76,,174_01,2,2,2,2
174_02,0,0,0,0,,174_02,24.9,14.7,18.8,1,117.55,0.00,0.76,,174_02,2,2,2,2
174_03,0,0,0,0,,174_03,24.4,16.0,17.8,1,114.29,0.00,0.76,,174_03,2,2,2,2
174_04,0,0,0,0,,174_04,23.0,16.3,16.2,1,123.16,0.00,0.76,,174_04,3,3,2,2
174_05,0,0,0,0,,174_05,22.0,16.1,14.9,1,115.23,0.00,0.75,,174_05,1,1,2,1
174_06,0,0,0,0,,174_06,22.0,15.8,14.2,1,123.37,0.00,0.76,,174_06,1,1,1,1
174_07,0,0,0,0,,174_07,22.8,16.2,14.4,1,119.05,0.00,0.76,,174_07,1,1,1,1
174_08,0,0,0,0,,174_08,23.1,16.5,14.4,1,112.62,0.00,0.75,,174_08,1,1,1,1
175_01,0,0,0,0,,175_01,22.5,15.7,13.4,1,122.38,0.00,0.76,,175_01,1,1,1,1
175_02,0,0,0,0,,175_02,22.8,15.9,13.5,0.893255995,115.34,0.00,0.75,,175_02,1,1,1,1
175_03,0,0,0,0,,175_03,24.2,16.1,14.5,0.813052012,116.20,0.00,0.76,,175_03,1,1,1,1
175_04,0,0,0,0,,175_04,25.3,14.6,15.5,0.887891226,108.04,0.00,0.76,,175_04,1,1,1,1
175_05,0,0,0,0,,175_05,25.6,12.9,15.2,0.998129411,114.89,0.00,0.76,,175_05,1,1,1,1
175_06,0,0,0,0,,175_06,26.1,11.4,15.2,1,114.82,0.00,0.76,,175_06,1,1,1,1
175_07,0,0,0,0,,175_07,26.3,10.0,15.5,1,99.14,0.03,0.76,,175_07,1,1,1,1
175_08,0,0,0,0,,175_08,24.8,8.7,14.6,0.981567208,112.52,0.04,0.77,,175_08,2,1,2,2
175_09,0,0,0,0,,175_09,23.1,7.2,13.7,1,118.06,0.01,0.76,,175_09,2,5,5,5
176_01,1,1,1,1,,176_01,15.4,8.4,7.1,0,14.29,0.01,0.64,,176_01,1,1,1,1
176_02,1,0,0,0,,176_02,13.7,9.0,6.0,0,2.21,0.04,0.62,,176_02,1,1,1,1
176_03,0,0,0,0,,176_03,11.9,10.2,4.7,0,4.69,0.01,0.63,,176_03,2,4,2,1
176_04,0,0,1,1,,176_04,10.1,11.6,3.3,0,6.70,0.03,0.63,,176_04,1,1,1,2
176_05,0,0,.,.,,176_05,8.8,12.9,2.1,0,4.58,0.12,0.63,,176_05,1,1,.,.
176_06,0,0,0,0,,176_06,12.9,9.2,5.6,0,2.54,0.01,0.62,,176_06,1,1,1,1
176_07,0,0,0,0,,176_07,14.6,7.4,7.1,0,0.03,0.00,0.62,,176_07,1,1,1,1
176_08,0,0,0,0,,176_08,16.5,5.5,8.1,0,0.00,0.00,0.61,,176_08,1,1,1,1
176_09,0,0,0,0,,176_09,18.1,3.6,8.7,0,8.39,0.00,0.63,,176_09,1,1,1,1
176_10,0,0,.,.,,176_10,19.2,2.3,8.9,0,65.25,0.00,0.69,,176_10,1,1,.,.
177_01,0,0,1,.,,177_01,9.5,14.0,0.5,0,0.00,0.02,0.62,,177_01,2,2,2,.
177_02,0,0,0,1,,177_02,9.1,14.5,0.6,0,0.00,0.00,0.61,,177_02,4,4,2,4
177_03,0,1,0,1,,177_03,10.2,13.5,0.2,0,0.00,0.00,0.55,,177_03,4,4,4,2
184_01,0,0,0,0,,184_01,50.4,36.9,30.2,0,6.21,0.39,0.61,,184_01,3,3,3,3
184_02,0,0,0,0,,184_02,49.2,36.3,28.9,0,30.38,0.70,0.64,,184_02,3,3,3,4
184_03,0,0,0,0,,184_03,47.8,37.6,27.6,0,29.53,0.88,0.62,,184_03,3,3,4,4
185_01,0,0,0,0,,185_01,64.5,13.5,43.7,1,16.30,0.84,0.61,,185_01,3,3,3,3
185_02,0,0,0,0,,185_02,63.1,15.2,42.3,1,17.95,0.92,0.61,,185_02,3,3,3,3
185_03,0,0,0,0,,185_03,61.5,17.0,40.6,1,12.26,0.71,0.61,,185_03,3,3,3,3
185_04,0,0,0,0,,185_04,60.2,18.9,39.3,1,2.11,0.68,0.62,,185_04,3,3,3,3
185_05,0,0,0,0,,185_05,59.2,20.8,38.2,1,6.42,0.72,0.62,,185_05,3,3,3,3
185_06,0,0,0,0,,185_06,57.8,22.6,36.8,1,10.94,0.71,0.63,,185_06,2,3,3,3
185_07,0,0,0,0,,185_07,56.2,24.4,35.2,1,2.70,0.81,0.62,,185_07,3,3,3,2
186_01,0,0,0,0,,186_01,73.0,0.8,54.9,1,29.71,0.33,0.64,,186_01,3,2,3,3
186_02,0,0,0,0,,186_02,74.2,2.5,54.0,1,32.17,0.34,0.65,,186_02,2,3,3,2
186_03,0,0,0,0,,186_03,73.9,4.3,53.4,1,26.80,0.52,0.61,,186_03,3,3,2,3
186_04,0,0,0,0,,186_04,72.6,6.0,52.0,1,18.30,0.47,0.62,,186_04,3,2,3,3
186_05,0,0,0,0,,186_05,71.0,7.6,50.4,1,19.55,0.46,0.62,,186_05,2,3,3,2
186_06,0,0,0,0,,186_06,69.4,9.4,48.7,1,18.50,0.61,0.61,,186_06,3,3,2,3
186_07,0,0,0,0,,186_07,67.6,10.8,46.9,1,14.50,0.72,0.60,,186_07,3,2,3,3
186_08,0,0,.,.,,186_08,66.3,12.0,45.5,1,18.77,0.69,0.61,,186_08,2,3,.,.
186_09,0,0,.,.,,186_09,71.7,0.8,55.3,1,19.27,0.33,0.64,,186_09,4,2,.,.
189_01,0,0,0,0,,189_01,52.3,24.8,43.9,1,60.62,0.16,0.71,,189_01,1,1,1,1
189_02,0,0,0,0,,189_02,50.9,24.0,42.4,1,61.55,0.28,0.70,,189_02,1,1,1,1
189_03,0,0,0,0,,189_03,49.2,23.3,40.7,1,55.62,0.22,0.69,,189_03,1,1,1,1
189_04,0,0,0,0,,189_04,47.1,21.2,39.2,1,10.12,0.22,0.63,,189_04,2,1,2,1
189_05,0,0,0,0,,189_05,47.0,20.1,40.4,1,4.14,0.42,0.60,,189_05,1,1,1,1
189_06,0,0,0,0,,189_06,47.0,19.1,41.5,1,2.01,0.53,0.59,,189_06,1,1,1,1
189_07,0,0,0,.,,189_07,47.1,18.2,41.3,1,7.71,0.53,0.60,,189_07,1,1,1,.
189_08,0,0,0,0,,189_08,52.0,26.1,43.8,1,33.83,0.08,0.68,,189_08,2,2,2,2
189_09,0,0,0,.,,189_09,50.8,27.2,42.7,1,15.68,0.06,0.66,,189_09,2,2,2,.
190_01,0,0,0,0,,190_01,49.4,27.9,41.5,1,35.35,0.02,0.68,,190_01,1,2,1,2
190_02,0,0,0,0,,190_02,48.1,26.5,40.5,1,20.21,0.00,0.67,,190_02,1,2,1,2
190_03,0,0,0,0,,190_03,47.0,24.9,39.7,1,9.29,0.00,0.66,,190_03,1,3,1,2
190_04,0,0,0,0,,190_04,46.2,23.6,39.1,1,9.43,0.01,0.67,,190_04,1,2,1,2
190_05,0,0,0,0,,190_05,45.0,22.2,38.3,1,13.13,0.02,0.67,,190_05,1,2,1,2
190_06,0,0,0,0,,190_06,43.9,21.0,37.7,1,19.09,0.02,0.68,,190_06,1,2,1,2
190_07,0,0,0,0,,190_07,42.6,19.8,36.8,1,10.11,0.01,0.66,,190_07,1,2,1,3
190_08,0,0,0,0,,190_08,41.0,18.1,35.3,1,4.00,0.02,0.64,,190_08,1,2,1,2
191_01,0,0,0,0,,191_01,34.7,13.5,27.6,1,59.28,0.17,0.70,,191_01,2,2,2,2
191_02,0,0,0,0,,191_02,33.6,11.8,26.6,1,56.91,0.18,0.70,,191_02,2,2,2,2
191_03,0,0,0,0,,191_03,32.7,10.2,25.9,1,57.40,0.12,0.71,,191_03,2,2,2,2
191_04,0,0,0,0,,191_04,31.2,8.6,25.2,1,64.08,0.02,0.72,,191_04,2,2,2,2
191_05,0,0,0,0,,191_05,30.0,7.2,24.4,1,76.34,0.00,0.73,,191_05,2,2,2,2
191_06,0,0,0,0,,191_06,29.8,6.9,24.6,1,64.81,0.00,0.72,,191_06,2,2,2,2
191_07,0,0,0,0,,191_07,30.4,7.7,25.9,1,12.61,0.02,0.66,,191_07,2,2,2,2
191_08,0,0,0,0,,191_08,30.9,8.6,27.0,1,0.04,0.05,0.64,,191_08,2,2,2,2
192_01,0,0,0,0,,192_01,19.0,5.6,13.1,0.793415277,16.79,0.05,0.66,,192_01,1,2,2,2
192_02,0,0,0,0,,192_02,18.0,5.4,13.1,1,0.73,0.10,0.64,,192_02,2,3,3,2
192_03,0,0,0,0,,192_03,18.1,4.9,14.0,1,0.00,0.00,0.64,,192_03,3,2,2,2
192_04,0,0,0,0,,192_04,18.2,5.1,14.4,1,15.15,0.00,0.67,,192_04,2,3,2,3
192_05,0,0,0,0,,192_05,17.7,6.4,14.3,1,60.38,0.00,0.72,,192_05,3,2,3,3
192_06,0,0,0,0,,192_06,17.7,7.7,14.7,1,96.73,0.00,0.74,,192_06,4,3,2,2
192_07,0,0,0,0,,192_07,18.1,9.1,15.4,1,99.50,0.00,0.75,,192_07,2,2,2,2
192_08,0,0,0,0,,192_08,17.6,10.6,14.5,1,34.45,0.00,0.69,,192_08,2,2,2,2
192_09,0,0,0,0,,192_09,18.1,11.6,14.1,1,34.56,0.00,0.69,,192_09,2,2,2,2
192_10,1,0,0,0,,192_10,19.4,12.4,14.6,1,79.81,0.00,0.73,,192_10,2,3,2,3
193_04,1,0,0,0,,193_04,7.0,1.1,0.5,0,50.26,0.07,0.53,,193_04,2,3,3,2
193_05,0,0,0,0,,193_05,6.9,0.9,1.8,0,43.66,0.04,0.69,,193_05,2,2,2,2
193_06,0,0,0,0,,193_06,6.0,2.6,2.3,0,3.23,0.03,0.64,,193_06,2,2,2,2
193_07,0,0,0,0,,193_07,4.9,4.3,1.9,0,0.40,0.33,0.61,,193_07,2,2,2,3
193_08,0,0,0,0,,193_08,5.2,6.2,2.5,0,3.22,0.47,0.60,,193_08,2,3,3,3
193_09,0,0,0,0,,193_09,5.7,8.0,3.7,0,1.77,0.51,0.59,,193_09,2,2,3,2
204_01,0,0,0,0,,204_01,70.3,2.5,55.6,1,8.11,0.54,0.60,,204_01,2,2,1,1
204_02,0,0,0,0,,204_02,68.9,4.3,55.7,1,3.79,0.65,0.60,,204_02,2,1,2,1
204_03,0,0,0,0,,204_03,68.7,5.6,54.6,1,8.05,0.73,0.59,,204_03,2,2,1,1
204_04,0,0,0,0,,204_04,69.3,6.8,53.1,1,12.34,0.88,0.61,,204_04,2,2,2,1
204_05,0,0,0,0,,204_05,69.4,8.5,51.8,1,16.12,0.90,0.60,,204_05,2,4,2,1
204_06,0,0,0,0,,204_06,68.8,9.6,51.9,1,11.87,0.96,0.60,,204_06,2,2,1,2
204_08,0,0,0,0,,204_08,64.1,11.5,54.3,1,28.81,0.41,0.65,,204_08,2,1,1,2
204_09,0,0,0,0,,204_09,66.0,10.3,54.5,1,14.52,0.57,0.64,,204_09,2,2,2,2
205_01,0,0,0,0,,205_01,51.0,21.5,41.6,1,13.73,0.54,0.62,,205_01,2,2,2,2
205_02,0,0,0,0,,205_02,52.5,20.0,43.1,1,22.50,0.42,0.63,,205_02,2,1,1,2
205_03,0,0,0,0,,205_03,54.3,18.1,44.9,1,18.60,0.34,0.64,,205_03,1,2,3,2
205_04,0,0,0,0,,205_04,56.1,16.4,46.5,1,20.52,0.47,0.64,,205_04,2,2,2,1
205_05,0,0,0,0,,205_05,57.3,15.3,47.7,1,15.76,0.82,0.60,,205_05,2,2,2,2
205_06,0,0,0,0,,205_06,58.2,14.9,48.5,1,33.13,0.92,0.60,,205_06,3,2,2,2
205_07,0,0,0,0,,205_07,59.5,14.3,49.6,1,44.37,0.92,0.62,,205_07,2,1,2,1
205_08,0,0,0,0,,205_08,60.9,13.5,51.1,1,40.69,0.80,0.64,,205_08,2,1,3,2
206_01,0,0,0,0,,206_01,44.8,16.7,35.7,1,67.08,0.32,0.71,,206_01,2,1,1,2
206_02,0,0,0,0,,206_02,46.5,18.4,37.3,1,30.48,0.63,0.65,,206_02,1,1,1,1
206_03,0,0,0,0,,206_03,48.2,20.1,39.0,1,18.69,0.71,0.62,,206_03,1,2,1,1
206_04,0,0,.,.,,206_04,49.4,21.3,40.1,1,11.79,0.72,0.60,,206_04,1,2,.,.
206_05,0,0,0,0,,206_05,44.8,16.7,35.7,1,67.08,0.32,0.71,,206_05,1,1,2,1
206_06,0,0,0,0,,206_06,46.5,18.4,37.3,1,30.48,0.63,0.65,,206_06,1,1,1,1
206_07,0,0,0,0,,206_07,48.2,20.1,39.0,1,18.69,0.71,0.62,,206_07,1,1,1,1
206_08,0,0,.,.,,206_08,49.4,21.3,40.1,1,11.79,0.72,0.60,,206_08,2,2,.,.
207_01,0,0,0,0,,207_01,47.0,17.1,40.8,1,31.55,0.54,0.64,,207_01,1,2,1,2
207_02,0,0,.,.,,207_02,46.6,16.4,40.2,1,45.42,0.54,0.66,,207_02,2,3,.,.
207_03,0,0,0,0,,207_03,46.6,16.0,40.1,1,53.13,0.56,0.68,,207_03,1,1,1,1
207_04,0,0,0,0,,207_04,47.3,16.3,40.6,1,63.15,0.56,0.68,,207_04,1,2,1,1
207_05,0,0,0,0,,207_05,47.9,16.5,40.9,1,59.41,0.44,0.70,,207_05,2,3,2,3
207_06,0,0,0,0,,207_06,44.8,14.8,38.5,1,25.35,0.74,0.61,,207_06,2,3,2,3
207_07,0,0,0,0,,207_07,43.3,13.7,37.1,1,13.70,0.20,0.64,,207_07,2,3,2,1
207_08,0,0,0,0,,207_08,42.1,13.1,36.1,1,3.14,0.19,0.63,,207_08,3,3,3,3
208_01,0,0,0,0,,208_01,31.0,20.7,21.7,1,115.82,0.01,0.76,,208_01,2,1,1,1
208_02,0,0,0,0,,208_02,32.3,22.1,23.0,1,112.01,0.02,0.75,,208_02,1,1,1,1
208_03,0,0,0,0,,208_03,33.7,21.3,24.4,1,113.69,0.04,0.75,,208_03,2,1,1,1
208_04,0,0,0,0,,208_04,33.7,19.4,26.1,1,117.92,0.03,0.75,,208_04,1,1,1,1
208_05,0,0,0,0,,208_05,33.4,17.5,27.7,1,117.26,0.02,0.75,,208_05,1,1,1,1
208_06,0,0,0,0,,208_06,33.2,15.7,29.2,1,112.50,0.06,0.76,,208_06,1,1,1,1
208_07,0,0,0,0,,208_07,33.2,14.0,29.8,1,112.57,0.08,0.76,,208_07,1,1,1,1
208_08,0,0,0,0,,208_08,32.9,12.2,28.9,1,118.79,0.09,0.76,,208_08,1,1,1,1
208_09,0,0,.,.,,208_09,32.0,11.0,27.7,1,121.80,0.11,0.76,,208_09,1,1,.,.
209_01,0,0,0,0,,209_01,25.5,13.6,17.5,1,134.49,0.00,0.77,,209_01,2,2,2,3
209_02,0,0,0,0,,209_02,26.4,15.2,17.9,1,128.38,0.01,0.76,,209_02,3,2,2,2
209_03,0,0,0,0,,209_03,27.5,16.5,18.6,1,120.19,0.02,0.76,,209_03,3,2,2,2
209_04,0,0,0,0,,209_04,28.7,17.0,19.9,1,80.14,0.05,0.74,,209_04,3,1,2,1
209_05,0,0,0,0,,209_05,29.3,15.9,20.9,1,10.21,0.07,0.65,,209_05,1,1,1,1
209_06,0,0,0,0,,209_06,29.2,14.4,21.2,1,4.18,0.04,0.65,,209_06,1,2,1,1
209_07,0,0,0,0,,209_07,29.7,13.2,22.0,1,7.51,0.02,0.66,,209_07,1,1,1,2
209_08,0,0,0,0,,209_08,30.5,14.3,22.7,1,6.14,0.12,0.65,,209_08,2,3,2,3
210_01,0,0,0,0,,210_01,9.1,21.3,0.5,0,30.31,0.11,0.64,,210_01,2,2,3,2
210_02,1,0,0,0,,210_02,8.3,20.7,0.4,0,10.62,0.08,0.48,,210_02,2,2,2,2
210_03,0,0,0,0,,210_03,7.3,20.1,0.1,0,1.82,0.02,0.38,,210_03,2,2,2,2
210_04,0,0,1,1,,210_04,6.8,19.5,0.2,0,4.45,0.02,0.30,,210_04,2,1,1,2
210_05,1,1,1,0,,210_05,7.6,18.3,0.7,0,3.62,0.03,0.55,,210_05,1,2,2,3
210_06,0,0,0,0,,210_06,9.4,16.5,2.3,0,14.35,0.04,0.65,,210_06,3,3,3,3
210_07,0,0,0,1,,210_07,9.3,16.3,2.4,0,11.53,0.04,0.65,,210_07,3,3,3,3
210_08,1,1,1,1,,210_08,7.5,17.8,0.7,0,1.48,0.31,0.55,,210_08,3,3,3,3
224_01,0,0,0,0,,224_01,35.3,7.3,26.6,1,148.17,0.25,0.78,,224_01,2,1,1,1
224_02,0,0,0,0,,224_02,36.6,9.1,27.7,1,115.84,0.18,0.76,,224_02,1,1,1,1
224_03,0,0,0,0,,224_03,38.1,11.0,29.0,1,85.02,0.39,0.72,,224_03,1,1,1,1
224_04,0,0,0,0,,224_04,39.6,12.6,30.5,1,74.83,0.15,0.71,,224_04,2,1,1,2
224_05,0,0,0,0,,224_05,41.3,14.0,32.1,1,73.37,0.15,0.71,,224_05,1,1,1,1
224_06,0,0,0,0,,224_06,43.1,15.4,34.0,1,74.09,0.30,0.72,,224_06,1,1,1,2
224_07,0,0,0,0,,224_07,31.8,9.5,22.7,1,93.68,0.23,0.75,,224_07,2,2,1,2
224_08,0,0,0,0,,224_08,31.6,11.2,22.2,1,90.10,0.44,0.71,,224_08,2,2,2,2
225_01,0,0,0,0,,225_01,31.5,5.9,25.4,1,113.28,0.02,0.75,,225_01,2,2,2,2
225_02,0,0,0,0,,225_02,31.3,4.0,24.7,1,110.93,0.11,0.74,,225_02,2,2,2,2
225_03,0,0,0,0,,225_03,31.3,2.1,24.3,1,110.17,0.13,0.75,,225_03,2,2,2,2
225_04,0,0,0,0,,225_04,32.0,0.6,24.5,1,118.64,0.16,0.76,,225_04,2,2,3,2
225_05,0,0,0,0,,225_05,32.7,1.6,24.9,1,78.83,0.36,0.72,,225_05,2,2,2,2
225_06,0,0,0,0,,225_06,33.5,3.4,25.4,1,64.31,0.23,0.71,,225_06,2,5,5,5
225_07,0,0,0,0,,225_07,34.5,5.0,26.2,1,102.70,0.11,0.75,,225_07,5,5,5,5
225_08,0,0,0,0,,225_08,33.7,5.3,25.3,1,81.84,0.05,0.73,,225_08,5,5,5,5
226_01,0,0,0,0,,226_01,20.2,22.6,15.5,0.328551046,5.16,0.38,0.62,,226_01,3,3,2,3
