Site,SO1,SO2,SO3,SO4,R,C,Buff,Zeb,Sbl,Kud,Imp,Hum,AllPrey,Bound,Post
57_03,1,1,1,1,-0.97,0.98,-0.02,1.3,0.76,-1.17,-0.95,0.13,-0.15,-0.82,0.34
57_04,1,1,1,0,-0.59,0.47,0.15,1.3,0.55,-0.96,-0.62,0.13,0.06,-0.74,0.39
57_05,1,1,1,1,-0.55,1.7,-0.08,1.15,0.86,-1.73,-1.06,0.05,-0.37,-0.66,0.41
57_06,1,1,1,1,-0.93,1.48,-0.08,1.07,0.92,-1.17,-1.09,-0.04,-0.26,-0.58,0.38
57_07,0,0,0,1,-0.97,1.67,-0.08,1.07,0.97,-1.24,-1.17,-0.13,-0.26,-0.52,0.36
57_08,1,1,0,0,-0.89,1.74,-0.08,1,0.97,-2.01,-1.13,-0.13,-0.47,-0.47,0.3
57_09,1,0,.,.,-1,1.7,-0.26,0.84,0.92,-2.22,-1.09,-0.13,-0.58,-0.42,0.3
58_01,1,1,0,1,0.17,1.59,0.32,1.15,1.08,-0.32,-1.24,-0.53,0.06,-0.38,-0.26
58_02,0,0,0,0,-0.16,1.59,0.61,1.23,1.08,-0.18,-1.24,-0.53,0.28,-0.29,-0.13
58_03,0,1,1,1,0.43,1.19,0.32,1,0.86,-0.96,-1.02,-0.44,-0.04,-0.22,0
58_04,0,1,1,1,1.92,0.98,0.21,1,0.81,-0.54,-1.02,-0.44,-0.04,-0.18,0.14
58_05,0,1,0,0,3.24,1.45,-0.08,0.77,0.92,-0.96,-1.13,-0.44,-0.26,-0.15,0.27
58_06,0,0,0,0,2.68,1.41,-0.26,0.69,0.92,-1.45,-1.13,-0.35,-0.47,-0.13,0.39
58_07,1,1,1,1,1.25,1.52,-0.26,0.69,0.97,-1.03,-1.2,-0.4,-0.37,-0.1,0.51
58_08,1,1,1,1,-0.2,1.41,-0.02,0.77,0.92,-1.03,-1.09,-0.4,-0.26,-0.03,0.49
58_09,1,0,0,1,-1.01,1.56,-0.2,0.61,0.92,-1.8,-1.09,-0.4,-0.58,0.01,0.45
59_01,0,0,0,1,-0.82,0.54,0.61,0.61,0.65,-0.89,-0.69,-1.02,0.06,0.75,-0.72
59_02,1,1,1,0,-1.01,0.72,0.67,0.69,0.76,-0.96,-0.8,-0.97,0.06,0.68,-0.63
59_03,0,0,0,1,-1,0.18,0.55,0.69,0.6,-0.82,-0.62,-0.93,0.06,0.63,-0.53
59_04,0,1,1,1,-0.33,-0.22,0.44,0.69,0.49,-0.46,-0.47,-0.88,0.17,0.55,-0.43
59_05,1,1,1,1,1.09,0.76,0.09,0.53,0.81,-0.96,-0.98,-0.88,-0.26,0.46,-0.33
59_06,0,0,0,0,1.18,1.08,0.09,0.53,0.86,-0.82,-1.02,-0.84,-0.26,0.38,-0.23
59_07,0,1,1,0,0.92,1.59,-0.14,0.46,1.02,-0.82,-1.24,-0.8,-0.37,0.3,-0.15
59_08,0,0,0,1,1.28,1.34,-0.31,0.46,0.92,-0.96,-1.13,-0.71,-0.47,0.23,-0.08
59_09,1,0,1,1,1.71,0.94,-0.08,0.53,0.81,-0.96,-0.98,-0.62,-0.26,0.15,0.04
60_01,1,1,1,1,-0.64,1.19,0.03,0.07,0.6,-2.78,-0.62,-1.24,-0.69,1.2,-1.63
60_02,0,0,0,0,-0.22,0.61,0.03,0.15,0.39,-2.36,-0.32,-1.19,-0.58,1.15,-1.5
60_03,0,0,0,1,-0.31,-0.15,0.21,0.3,0.18,-1.66,0.08,-1.19,-0.15,1.1,-1.37
60_04,1,1,0,0,0.07,-1.42,0.44,0.38,-0.04,-0.54,0.44,-1.19,0.39,1.1,-1.26
60_05,0,1,.,.,0.34,-1.24,0.38,0.38,-0.04,-0.46,0.41,-1.19,0.39,1.1,-1.17
60_06,1,1,1,1,-0.67,1.34,0.26,0.38,0.81,-1.66,-0.91,-1.06,-0.37,0.72,-0.96
60_07,0,0,1,1,-0.82,0.94,0.73,0.69,0.76,-0.96,-0.84,-1.02,0.06,0.66,-0.85
60_08,1,0,1,0,-0.95,-0.81,1.19,1,0.33,-0.54,0.01,-0.93,0.6,0.6,-0.73
60_09,0,1,.,.,-0.62,-0.3,0.96,0.84,0.39,-0.75,-0.14,-0.88,0.39,0.55,-0.64
61_01,1,1,0,1,-0.97,-0.77,0.84,0.46,0.33,-0.39,-0.1,-1.24,0.39,1.64,-0.78
61_02,1,1,1,1,0,-1.28,0.9,0.46,0.18,-0.18,0.19,-1.24,0.6,1.63,-0.67
61_03,1,1,1,0,1.35,-0.26,0.73,0.38,0.39,-0.61,-0.25,-1.24,0.28,1.61,-0.56
61_04,1,1,1,1,0.94,-0.26,0.78,0.3,0.49,-0.25,-0.36,-1.19,0.28,1.55,-0.45
61_05,1,0,.,.,-0.09,-0.22,0.67,0.38,0.55,-0.46,-0.51,-1.19,0.17,1.5,-0.36
61_06,0,0,1,0,0.08,-1.5,0.55,0.46,0.07,-0.25,0.3,-1.15,0.39,1.11,-1.08
61_07,0,0,0,0,-0.85,-1.64,0.73,0.53,0.02,-0.46,0.44,-1.15,0.5,1.11,-0.94
61_08,0,0,0,0,-0.74,-1.17,0.55,0.46,0.02,-0.89,0.44,-1.11,0.28,1.11,-0.81
61_09,0,0,0,0,-0.81,-1.53,0.49,0.38,-0.09,-0.89,0.59,-1.11,0.39,1.09,-0.68
61_10,0,1,1,0,-0.95,-1.42,0.67,0.53,0.07,-0.68,0.37,-1.06,0.39,1.03,-0.57
62_01,0,0,0,1,-0.81,-0.37,0.55,0.3,0.44,-0.39,-0.4,-1.15,0.17,1.44,-0.26
62_02,1,1,1,1,-0.85,-0.22,0.21,-0.39,0.71,0.45,-0.58,-1.11,0.06,1.37,-0.15
62_03,1,1,1,0,-0.98,-0.88,-0.02,-1.24,0.81,0.73,-0.32,-0.57,0.06,1.32,-0.05
62_04,0,0,0,.,-0.9,-1.13,-0.02,-1.08,0.76,0.73,-0.32,-0.53,0.06,1.28,0.04
62_05,0,0,1,0,-1.01,-1.42,0.03,-1.31,0.76,0.73,-0.14,-0.44,0.06,1.23,0.12
62_06,1,0,1,0,-0.97,-1.53,0.32,-1.24,0.71,0.73,0.12,-0.31,0.28,1.16,0.25
62_07,0,0,0,1,-0.55,-0.7,0.26,-1.24,0.65,0.73,0.3,-0.22,0.39,1.08,0.37
62_08,0,1,0,.,-0.87,-0.62,0.55,-1.16,0.65,0.73,0.3,-0.09,0.5,1,0.49
62_09,1,1,1,1,-0.98,-0.62,0.73,-1.16,1.02,0.73,-0.47,-0.53,0.28,1.3,-0.02
62_10,1,1,1,1,-0.88,-0.91,0.67,-1.16,0.92,0.73,-0.21,-0.4,0.28,1.21,0.12
62_11,1,1,1,1,-0.57,-1.06,0.49,-1.16,0.86,0.73,-0.21,-0.31,0.28,1.13,0.24
62_12,1,1,1,.,0.46,-0.41,-0.08,-1.39,0.97,0.73,-0.58,-0.31,-0.15,1.1,0.27
63_01,1,1,1,1,-0.85,0.07,0.32,-1.16,0.97,0.66,-0.4,0.18,0.17,0.74,0.78
63_02,0,0,1,0,-0.89,0.03,0.49,-1.08,0.81,0.73,-0.07,0.31,0.39,0.68,0.87
63_03,1,0,1,1,-1.01,-0.66,0.21,-1.24,0.07,0.8,0.7,0.36,0.39,0.62,0.85
63_04,1,1,1,1,-1.03,-0.62,0.03,-1.31,-0.25,0.8,0.77,0.36,0.17,0.59,0.74
63_05,1,0,0,0,-1.01,-0.33,-0.08,-1.39,-0.14,0.8,0.59,0.27,0.06,0.59,0.62
63_06,1,1,1,0,-1.04,-0.59,-0.14,-1.39,-0.25,0.8,0.77,0.22,0.17,0.59,0.49
63_07,0,1,1,1,-1.03,-0.44,-0.14,-1.39,-0.2,0.8,0.63,0.22,0.06,0.55,0.38
63_08,1,1,1,1,-1,-0.15,-0.14,-1.39,-0.09,0.8,0.52,0.18,0.06,0.5,0.28
63_09,1,1,0,1,-0.78,-1.06,-0.02,-1.31,-0.41,0.8,0.99,0.27,0.28,0.43,0.23
64_01,1,1,1,1,0.19,-1.31,-0.95,-1.55,-0.51,0.8,0.96,0.44,-0.15,0.21,0.27
64_02,1,0,0,1,0.46,-0.48,-1.01,-1.55,-0.2,0.8,0.41,0.44,-0.37,0.13,0.29
64_03,1,0,1,1,0.64,-0.19,-0.95,-1.47,-0.2,0.8,0.41,0.53,-0.26,0.05,0.34
64_04,1,1,1,1,1.36,-0.62,-0.83,-1.39,-0.3,0.8,0.66,0.62,-0.15,-0.03,0.37
64_05,0,0,0,1,2.42,-0.33,-0.83,-1.31,0.44,0.73,-0.14,0.67,-0.26,-0.1,0.39
64_06,1,1,1,0,2.18,0.36,-0.78,-1.24,1.08,0.73,-0.91,0.62,-0.37,-0.16,0.4
64_07,1,0,1,1,0.87,0.79,-0.83,-1.24,1.18,0.66,-1.09,0.67,-0.47,-0.23,0.45
64_08,1,0,.,.,-0.01,0.68,-0.66,-1.08,1.18,0.73,-1.06,0.75,-0.37,-0.29,0.49
66_01,1,0,0,0,-0.34,0.07,0.84,1,-0.25,0.8,0.88,1.73,1.03,-1.24,0.67
66_02,0,0,0,0,-0.01,0.18,-0.66,0.23,-0.09,0.8,0.33,1.64,0.17,-1.17,0.77
66_03,0,0,0,0,-0.91,0.25,-0.78,-0.08,-0.09,0.8,0.26,1.6,0.06,-1.09,0.87
66_04,1,1,0,0,-0.82,0.76,-0.89,-0.24,0.28,0.8,-0.36,1.55,-0.26,-1.02,0.94
66_05,0,0,0,1,0.08,0.5,-0.66,-0.31,0.07,0.8,0.01,1.55,-0.04,-0.95,1
66_06,0,0,.,.,1.1,0.68,-0.89,-0.47,0.28,0.8,-0.4,1.51,-0.26,-0.89,1.04
74_01,0,1,1,1,0.46,0.76,-1.06,0.46,0.44,-1.66,-1.02,-0.04,-1.01,-1.24,-1.21
74_03,1,0,0,.,-0.91,-0.95,-1.06,0.07,-0.3,-1.38,-0.36,0.18,-0.91,-1.26,-1.12
74_04,0,0,1,0,0.95,0.68,-0.02,1.38,0.76,-1.31,-0.87,-0.22,-0.15,-1.14,-1.06
74_05,1,1,1,1,0.98,1.05,0.03,1.3,0.71,-1.03,-0.84,-0.22,-0.04,-1.05,-0.93
74_06,1,1,0,0,1.05,1.48,-0.14,1.15,0.81,-1.24,-1.02,-0.22,-0.26,-0.97,-0.8
74_07,1,1,0,0,0.78,1.85,-0.43,0.92,0.97,-1.94,-1.17,-0.26,-0.58,-0.89,-0.67
74_08,0,0,0,0,0.08,1.78,-0.31,0.84,0.97,-1.59,-1.17,-0.26,-0.47,-0.82,-0.53
74_09,0,0,.,.,-0.7,1.48,0.21,1.07,0.81,-1.66,-0.98,-0.18,-0.26,-0.77,-0.43
75_01,0,0,0,0,-0.93,0.58,0.67,1.15,0.6,-1.17,-0.58,-0.13,0.17,-0.72,-0.31
75_02,0,0,0,0,-0.18,1.81,-0.02,0.84,1.02,-0.89,-1.2,-0.26,-0.26,-0.66,-0.18
75_03,0,1,0,0,-0.32,1.78,0.67,1.15,1.13,-0.46,-1.28,-0.31,0.17,-0.59,-0.04
75_04,0,1,0,0,-0.95,0.87,0.67,1.07,0.86,-0.75,-0.95,-0.18,0.17,-0.53,0.09
75_06,0,0,0,0,-0.93,1.38,0.32,0.92,0.92,-1.52,-1.06,-0.13,-0.26,-0.47,0.24
75_07,0,1,1,1,-0.9,0.98,0.49,1,0.86,-0.96,-1.02,-0.18,0.06,-0.41,0.38
75_08,1,1,1,1,-0.51,1.05,0.44,1,1.02,-0.39,-1.17,-0.22,0.06,-0.34,0.52
75_09,1,1,1,.,-0.56,1.52,0.78,1.15,1.08,-0.54,-1.17,-0.22,0.17,-0.27,0.65
76_01,1,1,1,1,-0.91,1.38,1.07,1.15,0.81,-1.8,-0.76,0.05,0.06,-0.19,0.79
76_02,0,0,1,0,-0.95,0.65,0.61,0.92,0.65,-1.17,-0.65,-0.09,0.06,-0.11,0.81
76_03,0,0,0,0,-0.54,1.19,0.15,0.77,0.97,-0.68,-1.17,-0.35,-0.15,-0.03,0.68
76_04,0,1,1,1,-0.97,0.47,0.73,0.92,0.76,-0.89,-0.76,-0.44,0.17,0.13,0.38
76_05,1,1,0,0,-1.03,1.01,0.21,0.77,0.86,-1.03,-1.02,-0.44,-0.15,0.07,0.41
76_06,0,0,0,.,-1.03,0.58,0.15,0.77,0.76,-0.89,-0.91,-0.4,-0.15,0.04,0.44
76_07,0,0,0,1,0.43,1.41,-0.08,0.46,0.92,-1.17,-1.13,-0.75,-0.37,0.38,0.02
76_08,1,1,0,0,0.68,1.7,-0.2,0.53,1.18,-0.46,-1.35,-0.8,-0.26,0.3,0.15
76_09,0,0,0,0,-0.52,1.23,0.26,0.69,0.92,-1.03,-1.09,-0.62,-0.15,0.21,0.28
76_10,0,1,1,1,-0.98,0.9,0.49,0.77,0.76,-1.66,-0.84,-0.44,-0.15,0.13,0.4
77_01,1,0,1,1,-0.31,-0.19,0.78,0.53,0.44,-0.54,-0.29,-1.15,0.28,1.14,-0.84
77_02,1,0,0,1,-0.98,-0.84,1.01,0.69,0.12,-0.96,0.37,-1.06,0.5,1.06,-0.74
77_03,0,0,0,0,-0.27,-0.22,0.15,0.3,0.33,-1.17,-0.18,-1.06,-0.04,0.98,-0.66
77_04,0,0,0,0,-0.07,-0.44,-0.08,0.23,0.23,-1.31,-0.1,-1.02,-0.26,0.89,-0.54
77_05,0,0,0,0,-0.36,-0.08,0.26,0.38,0.39,-0.89,-0.32,-0.97,-0.04,0.81,-0.43
77_06,0,0,0,0,-0.84,-0.26,0.26,0.46,0.44,-0.54,-0.4,-0.93,0.06,0.72,-0.35
77_07,1,1,1,1,-1.01,-0.88,0.44,0.61,0.28,-0.25,-0.14,-0.88,0.28,0.65,-0.28
77_08,1,1,1,1,-1.03,-0.11,0.21,0.53,0.55,-0.61,-0.54,-0.84,-0.04,0.57,-0.22
77_09,1,0,1,1,-0.86,0.5,-0.02,0.46,0.55,-1.31,-0.65,-0.8,-0.26,0.49,-0.14
78_01,1,0,0,.,-0.75,0.07,0.61,0.38,0.33,-2.08,-0.07,-1.28,-0.15,1.29,-1.84
78_02,0,0,0,0,-0.97,1.3,0.61,0.3,0.76,-2.57,-0.84,-1.28,-0.47,1.4,-1.71
78_03,0,0,1,1,-0.3,0.29,0.03,0.07,0.49,-1.8,-0.51,-1.28,-0.47,1.48,-1.58
78_04,0,1,1,1,0.42,-0.81,-0.2,0,0.18,-0.68,-0.1,-1.28,-0.15,1.56,-1.45
78_05,1,0,0,0,-0.64,1.05,-0.02,0.07,0.6,-2.43,-0.69,-1.28,-0.69,1.29,-1.81
78_06,0,0,0,0,0.69,1.48,-0.95,-0.31,0.71,-2.36,-0.98,-1.28,-1.12,1.29,-1.68
78_07,0,0,0,0,1.67,1.01,-0.89,-0.31,0.55,-2.15,-0.76,-1.28,-1.01,1.3,-1.55
78_08,0,0,0,0,0.75,0.9,-0.78,-0.24,0.49,-2.08,-0.65,-1.24,-0.91,1.32,-1.41
78_09,1,0,0,0,-0.45,0.87,-0.43,-0.08,0.55,-2.36,-0.69,-1.24,-0.91,1.31,-1.29
78_10,0,0,0,1,-0.62,0.76,-0.14,0.07,0.65,-1.45,-0.8,-1.24,-0.47,1.24,-1.18
78_11,1,1,0,1,0.17,0.43,-0.26,0.07,0.55,-0.89,-0.69,-1.19,-0.37,1.16,-1.08
78_12,1,0,1,1,0.99,-0.51,-0.2,0.15,0.33,-0.54,-0.4,-1.19,-0.15,1.15,-0.99
78_13,1,1,.,.,0.79,-0.73,0.38,0.38,0.44,-0.04,-0.43,-1.19,0.17,1.17,-0.94
79_01,0,0,1,1,0.01,-0.77,-0.08,0,0.12,-1.38,0.08,-1.28,-0.26,1.66,-1.32
79_02,1,1,0,1,-0.63,-1.46,0.67,0.3,-0.09,-1.1,0.59,-1.28,0.28,1.74,-1.19
79_03,1,1,1,1,-0.84,-1.1,0.96,0.38,0.07,-1.24,0.48,-1.28,0.39,1.82,-1.06
79_04,1,0,1,0,-0.83,-0.88,1.48,0.61,0.18,-1.52,0.48,-1.28,0.6,1.91,-0.92
79_05,1,0,0,0,-0.93,-0.81,1.53,0.69,0.23,-1.38,0.41,-1.28,0.6,1.99,-0.8
79_06,0,0,0,.,-0.75,-0.88,1.24,0.46,0.12,-1.87,0.52,-1.28,0.39,2.05,-0.7
79_07,1,1,1,1,0.4,-0.44,-0.08,0,0.12,-1.45,0.12,-1.28,-0.26,1.68,-1.28
79_08,1,1,1,1,0.76,-0.44,0.15,0.07,0.23,-1.24,-0.03,-1.28,-0.15,1.67,-1.26
79_09,1,1,1,1,0.74,-0.73,0.38,0.23,0.18,-0.75,0.08,-1.28,0.17,1.66,-1.21
79_10,1,1,1,1,0.01,-1.2,0.73,0.38,0.23,-0.32,0.12,-1.28,0.39,1.7,-1.11
79_11,1,1,0,1,0.08,-0.81,0.73,0.38,0.33,-0.11,-0.14,-1.28,0.39,1.71,-1.01
79_12,0,1,0,0,-0.53,-0.11,0.38,0.23,0.6,-0.39,-0.65,-1.28,-0.04,1.7,-0.95
79_13,0,0,1,1,-0.93,0.39,0.32,0.23,0.76,-0.54,-0.87,-1.28,-0.04,1.67,-0.89
80_01,1,0,1,1,0.76,0.47,0.21,0.15,0.6,-0.11,-0.65,-1.19,-0.04,1.57,-0.42
80_02,1,1,.,.,1.11,1.16,-0.14,0,0.6,-0.68,-0.76,-1.19,-0.37,1.54,-0.41
80_03,0,0,0,1,0.15,-0.01,0.21,0.07,0.55,0.03,-0.58,-1.19,0.06,1.57,-0.38
80_04,0,1,1,1,-0.33,0.98,-0.26,-1.31,1.18,0.66,-1.09,-0.84,-0.37,1.52,-0.31
80_05,1,1,1,1,-0.94,-0.88,0.26,-1.31,0.97,0.73,-0.43,-0.66,0.06,1.44,-0.21
80_06,1,1,1,.,-0.96,-1.02,0.67,-1.16,0.92,0.73,-0.25,-0.57,0.28,1.37,-0.12
80_07,0,0,0,0,-0.64,-0.26,0.73,0.3,0.44,-0.75,-0.29,-1.19,0.17,1.74,-0.04
80_08,1,1,1,1,-0.86,-0.59,0.44,0.15,0.33,-0.39,-0.21,-1.19,0.17,1.75,-0.15
80_09,1,0,0,1,-0.92,0.32,0.44,0.15,0.76,-0.25,-0.87,-1.24,-0.04,1.75,-0.24
80_10,1,1,1,1,-0.96,-0.44,0.78,0.3,0.49,-0.18,-0.4,-1.24,0.28,1.74,-0.31
80_11,1,1,.,.,-0.93,-1.35,0.67,0.3,0.28,0.03,-0.07,-1.19,0.39,1.7,-0.33
83_01,1,1,0,1,-0.79,-1.31,1.71,1.46,-1.36,0.24,1.69,-0.31,1.36,-0.08,-0.24
83_02,1,0,1,1,-0.55,-0.44,1.48,1.38,-0.99,0.17,1.25,-0.31,1.14,-0.16,-0.1
83_03,1,0,0,0,-0.58,0.5,1.71,1.46,-0.78,-0.04,1.07,-0.22,1.14,-0.2,-0.01
83_04,0,0,0,.,-0.99,-0.7,2.23,1.38,-1.15,0.31,1.8,0,1.68,-0.2,0.02
83_05,1,0,0,.,0.39,0.1,-0.26,0.69,-0.73,0.52,0.33,-0.4,0.17,-0.24,0.01
83_06,0,0,1,1,-0.9,-1.42,1.94,1.46,-1.47,-0.04,1.76,-0.4,1.36,0.05,-0.41
83_07,1,1,0,0,-0.93,-1.35,2.11,1.69,-1.36,0.1,1.76,-0.31,1.57,-0.03,-0.29
83_08,1,1,1,1,-0.89,-1.13,2.28,1.84,-1.31,0.1,1.76,-0.18,1.68,-0.11,-0.16
83_09,1,1,.,.,-0.89,-1.17,2.34,2,-1.36,-0.25,1.84,0,1.68,-0.15,-0.07
84_01,1,1,.,.,-0.97,-0.7,1.82,0,-0.67,0.73,1.69,1.06,1.36,-0.29,0.14
84_02,1,1,1,1,-0.9,-0.59,1.82,0.07,-0.67,0.73,1.69,1.15,1.36,-0.35,0.21
84_03,1,1,1,1,-0.87,-0.33,1.76,0.07,-0.62,0.73,1.62,1.2,1.36,-0.41,0.27
84_04,1,1,1,1,-0.89,-1.06,1.82,0.15,-0.57,0.73,1.62,1.29,1.36,-0.48,0.34
84_05,1,1,1,1,-0.89,-0.99,1.88,0.3,-0.51,0.8,1.58,1.38,1.47,-0.56,0.46
84_06,1,1,1,1,-0.86,-0.3,1.71,0.23,-0.35,0.73,1.4,1.42,1.36,-0.64,0.57
84_07,1,1,1,1,-0.82,0.03,1.71,0.3,-0.35,0.73,1.4,1.55,1.36,-0.71,0.66
84_08,1,1,1,1,-0.71,0.65,1.76,0.46,-0.62,0.73,1.65,1.69,1.47,-0.78,0.76
84_09,1,1,.,.,-0.56,0.29,1.65,0.46,-0.46,0.73,1.47,1.69,1.36,-0.83,0.84
84_10,1,1,1,1,-0.75,-0.99,1.36,0.15,-0.51,0.8,1.47,1.55,1.25,-0.74,0.74
84_11,1,1,1,1,-0.44,-0.91,0.55,-0.08,-0.41,0.8,1.14,1.55,0.82,-0.82,0.86
84_12,1,1,1,1,0.22,-1.31,-0.37,-0.31,-0.51,0.8,1.03,1.6,0.39,-0.9,0.98
85_01,1,1,1,1,1.29,-0.77,-1.06,-0.31,-0.3,0.8,0.63,1.73,-0.04,-1.01,1.15
85_02,1,1,1,1,0.16,-0.62,-0.83,0,-0.41,0.8,0.85,1.82,0.28,-1.08,1.29
85_03,1,1,1,1,-0.73,-0.77,-0.78,0.38,-0.25,0.8,0.52,1.86,0.28,-1.14,1.42
85_04,1,0,0,1,-0.33,-0.26,-0.2,1.3,-0.14,0.8,0.59,1.95,0.71,-1.23,1.55
91_01,1,1,1,1,-0.77,0.58,-2.05,-1.39,-1.04,-4.82,-0.98,1.64,-3.38,-1.27,-1.65
91_02,1,1,1,1,-0.45,1.08,-0.08,2,0.71,-2.22,-0.91,-0.31,-0.26,-1.25,-1.56
91_03,1,1,1,1,-0.71,-0.26,0.38,2,0.39,-1.31,-0.29,-0.22,0.28,-1.23,-1.45
91_04,0,0,0,0,-0.27,0.32,0.21,1.77,0.44,-1.52,-0.4,-0.18,0.06,-1.24,-1.33
91_05,1,0,0,0,0.15,0.47,-0.08,1.54,0.6,-1.52,-0.69,-0.18,-0.15,-1.21,-1.21
91_06,0,1,0,1,0.49,-0.08,-0.26,1.38,0.39,-1.24,-0.47,-0.13,-0.15,-1.19,-1.09
92_01,1,1,1,1,0.72,1.05,-0.37,1.38,0.76,-1.24,-0.95,-0.18,-0.26,-1.14,-0.96
92_02,1,0,0,0,0.52,0.68,-0.08,1.54,0.76,-0.46,-0.98,-0.22,0.06,-1.09,-0.82
94_01,0,0,0,0,0.08,1.45,0.26,0.53,0.86,-1.59,-0.98,-0.62,-0.37,0.41,0.4
94_02,0,0,0,0,0.32,0.47,-0.14,0.3,0.49,-1.24,-0.58,-0.57,-0.37,0.46,0.43
94_03,0,0,1,1,0.48,0.18,0.03,0.38,0.44,-1.59,-0.43,-0.57,-0.26,0.51,0.49
94_04,1,1,1,1,-0.2,0.07,0.21,0.38,0.49,-1.1,-0.51,-0.62,-0.15,0.57,0.54
94_05,1,0,0,1,0.29,0.07,-0.2,0.23,0.55,-0.89,-0.65,-0.66,-0.37,0.63,0.59
94_06,0,1,1,1,1.23,-0.15,-0.14,0.23,0.55,-0.54,-0.62,-0.71,-0.15,0.69,0.66
94_07,0,0,0,0,2,0.21,-0.6,0,0.49,-1.31,-0.65,-0.66,-0.58,0.74,0.76
94_08,0,0,.,.,1.63,-1.5,-0.26,0.15,-0.04,-0.61,0.26,-0.62,-0.04,0.76,0.84
96_01,0,1,1,0,0.15,-1.31,0.44,0.15,0.28,0.17,-0.14,-1.24,0.28,1.97,0.05
96_02,1,0,0,1,-0.89,-1.13,0.96,0.38,0.28,-0.04,0.01,-1.24,0.5,1.92,-0.07
96_03,0,1,0,0,-1.01,-1.06,1.13,0.46,0.23,-0.32,0.19,-1.24,0.6,1.94,-0.15
96_04,1,1,0,.,-0.94,-0.91,0.84,0.3,0.23,-0.54,0.15,-1.24,0.39,2,-0.16
97_01,0,0,0,0,-0.74,-0.7,1.13,0.38,0.18,-1.94,0.37,-1.28,0.28,2.13,-0.59
97_02,0,0,0,0,-0.71,-1.13,1.3,0.46,0.02,-1.45,0.63,-1.28,0.5,2.18,-0.46
97_03,0,0,0,0,-0.92,-0.84,1.53,0.61,0.12,-1.38,0.52,-1.24,0.6,2.16,-0.33
97_04,0,1,0,1,-0.91,-0.41,1.07,0.23,-0.78,-0.04,1.07,-1.24,0.71,2.12,-0.2
97_05,0,0,0,0,-0.59,-1.46,0.78,0.07,-1.36,0.31,1.47,-1.24,0.71,2.08,-0.07
97_07,0,1,1,0,-0.99,-0.99,0.32,0.07,0.23,-0.32,0.01,-1.28,0.17,2.07,-0.16
97_08,0,1,1,0,-0.96,-0.55,0.09,0,0.39,-0.46,-0.32,-1.28,-0.04,2.14,-0.16
97_09,0,0,0,0,-0.99,-1.24,0.44,0.15,0.18,-0.18,0.04,-1.28,0.28,2.21,-0.15
97_10,0,0,0,0,0.73,-1.2,0.15,-0.08,0.23,-0.04,-0.14,-1.24,0.06,2.29,0.47
97_11,0,1,1,1,0.95,-1.02,0.26,0,0.07,-0.25,0.23,-1.24,0.17,2.25,0.35
97_12,0,0,.,.,1.26,-1.39,0.26,0,0.02,-0.32,0.33,-1.24,0.17,2.25,0.24
98_01,0,0,0,0,-0.67,-1.24,0.03,-0.16,-0.51,0.17,0.59,-1.24,0.17,1.98,0.1
98_02,0,0,1,1,0.31,-0.88,-0.31,-0.31,-0.99,0.52,0.7,-1.19,0.06,1.96,0.24
98_03,0,1,0,1,0.28,-1.17,-0.2,-0.24,-1.15,0.52,0.99,-1.19,0.17,1.94,0.38
98_04,1,1,0,0,-0.54,-1.64,0.73,0.15,-1.36,0.45,1.43,-1.15,0.71,1.93,0.36
98_05,0,1,0,0,-1.01,-1.31,1.24,0.38,-1.31,0.45,1.51,-1.15,0.93,1.89,0.23
98_06,0,0,0,0,-0.97,-1.17,1.13,0.3,-1.42,0.38,1.58,-1.15,0.93,1.85,0.1
98_07,0,1,1,0,-0.88,-1.02,1.42,0.46,-1.42,0.24,1.62,-1.15,1.03,1.81,-0.03
98_08,0,0,1,0,-0.9,-0.91,1.13,0.38,-1.2,0.38,1.36,-1.15,0.82,1.74,-0.15
98_09,1,0,0,1,-0.96,-0.77,0.96,0.3,-1.1,0.31,1.25,-1.15,0.71,1.66,-0.26
99_01,0,0,0,1,-0.86,-1.1,1.13,0.38,-1.2,0.38,1.36,-1.15,0.93,1.58,-0.39
99_02,0,0,0,1,-0.73,-1.31,1.07,0.38,-1.31,0.38,1.43,-1.15,0.82,1.52,-0.52
99_03,1,0,1,1,-0.97,-1.31,1.24,0.46,-1.36,0.38,1.54,-1.15,0.93,1.49,-0.65
99_04,0,0,0,0,0.8,-1.24,-0.49,-0.16,-1.31,0.59,1.1,-1.24,0.17,1.26,-1.35
99_05,0,0,0,0,0.43,-1.2,-0.49,-0.16,-1.31,0.52,1.14,-1.24,0.17,1.31,-1.24
99_06,0,0,0,0,-0.74,-1.13,0.78,0.3,-1.2,0.38,1.32,-1.24,0.71,1.38,-1.14
99_07,0,0,0,0,-0.82,-0.95,0.96,0.38,-1.26,0.31,1.4,-1.19,0.82,1.4,-1.04
99_08,0,1,1,1,-0.78,-1.35,1.19,0.46,-1.26,0.38,1.47,-1.19,0.93,1.43,-0.91
99_09,0,0,0,0,-0.9,-1.46,1.3,0.53,-1.26,0.38,1.51,-1.19,1.03,1.47,-0.78
100_01,1,0,1,1,-0.86,0.72,1.19,0.61,-1.15,0.03,1.36,-1.19,0.82,0.91,-1.82
100_02,1,1,1,1,0.24,-0.11,-0.43,0,-1.15,0.52,0.96,-1.19,0.17,0.84,-1.7
